#bookid	if(downnum>100,if(downnum>400,2,1),0)	if(opennum>100,if(opennum>400,2,1),0)	if(averagestaytime>300,if(averagestaytime>500,2,1),0)	if(downnum > 400,1,0)
7317	0	0	0	0
7318	0	0	0	0
7321	0	0	0	0
7323	0	0	0	0
7327	0	0	0	0
7335	0	0	0	0
7336	0	0	0	0
7339	0	0	0	0
7343	0	0	0	0
7346	0	0	0	0
7349	0	0	0	0
7350	0	0	0	0
7354	0	0	0	0
7355	0	0	0	0
7356	0	0	0	0
7360	0	0	0	0
7364	0	0	0	0
7368	0	0	0	0
7369	0	0	0	0
7373	0	0	0	0
7375	0	0	2	0
7377	0	0	0	0
7383	0	0	2	0
7386	0	0	0	0
7388	0	0	0	0
7392	0	0	0	0
7394	0	0	0	0
7396	0	0	0	0
7398	0	0	0	0
7399	0	0	0	0
7400	0	0	0	0
7401	0	0	0	0
7405	0	0	0	0
7406	0	0	0	0
7411	0	0	0	0
7433	0	0	0	0
7441	0	0	0	0
7443	0	0	0	0
7446	0	0	1	0
7449	0	0	0	0
7454	0	0	0	0
7456	0	0	0	0
7458	0	0	0	0
7459	0	0	0	0
7472	0	0	0	0
7476	0	0	0	0
7479	0	0	0	0
7483	0	0	0	0
7490	0	0	0	0
7497	0	0	0	0
7503	0	0	0	0
7507	0	0	0	0
7508	0	0	0	0
7510	0	0	0	0
7514	0	0	0	0
7517	0	0	0	0
7519	0	0	0	0
7521	0	0	2	0
7524	0	0	0	0
7525	0	0	0	0
7539	0	0	0	0
7540	0	0	0	0
7541	0	0	0	0
7543	0	0	0	0
7544	0	0	0	0
7546	0	0	0	0
7549	0	0	0	0
7552	0	0	0	0
7556	0	0	0	0
7563	0	0	0	0
7564	0	0	0	0
7566	0	0	0	0
7572	0	0	0	0
7585	0	0	0	0
7596	0	0	0	0
7605	0	0	0	0
7608	0	0	0	0
7611	0	0	0	0
7616	0	0	2	0
7617	0	0	0	0
7636	0	0	0	0
7639	0	0	0	0
7646	0	0	2	0
7647	0	0	2	0
7650	0	0	0	0
7653	0	0	0	0
7656	0	0	0	0
7660	0	0	0	0
7661	0	0	1	0
7662	0	0	0	0
7666	0	0	0	0
7669	0	0	0	0
7671	0	0	0	0
7673	0	0	0	0
7674	0	0	0	0
7675	0	0	0	0
7683	0	0	0	0
7687	0	0	0	0
7690	0	0	0	0
7692	0	0	0	0
7695	0	0	0	0
7697	0	0	0	0
7698	0	0	2	0
7701	0	0	0	0
7703	0	0	0	0
7704	0	0	0	0
7710	0	0	0	0
7711	0	0	0	0
7715	0	0	0	0
7717	0	0	0	0
7718	0	0	0	0
7724	0	0	0	0
7726	0	0	0	0
7728	0	0	0	0
7737	0	0	0	0
7738	0	0	0	0
7741	0	0	0	0
7748	0	0	0	0
7749	0	0	0	0
7751	0	0	0	0
7753	0	0	0	0
7758	0	0	0	0
7761	0	0	0	0
7768	0	0	0	0
7769	0	0	0	0
7772	0	0	0	0
7773	0	0	0	0
7777	0	0	0	0
7781	0	0	0	0
7788	0	0	0	0
7792	0	0	0	0
7796	0	0	0	0
7797	0	0	0	0
7798	0	0	0	0
7801	0	0	0	0
7803	0	0	0	0
7811	0	0	2	0
7813	0	0	0	0
7814	0	0	0	0
7819	0	0	0	0
7820	0	0	0	0
7823	0	0	0	0
7824	0	0	0	0
7827	0	0	0	0
7830	0	0	0	0
7832	0	0	2	0
7844	0	0	0	0
7850	0	0	0	0
7853	0	0	0	0
7855	0	0	0	0
7857	0	0	0	0
7858	0	0	0	0
7860	0	0	0	0
7862	0	0	0	0
7863	0	0	0	0
7875	0	0	0	0
7878	0	0	0	0
7889	0	0	0	0
7890	0	0	0	0
7896	0	0	0	0
7899	0	0	0	0
7900	0	0	0	0
7902	0	0	0	0
7906	0	0	0	0
7907	0	0	0	0
7909	0	0	0	0
7910	0	0	0	0
7911	0	0	0	0
7917	0	0	0	0
7921	0	0	0	0
7922	0	0	0	0
7929	0	0	0	0
7934	0	0	0	0
7939	0	0	0	0
7941	0	0	0	0
7943	0	0	0	0
7949	0	0	0	0
7951	0	0	0	0
7953	0	0	0	0
7954	0	0	0	0
7959	0	0	0	0
7965	0	0	0	0
7977	0	0	0	0
7982	0	0	1	0
7986	0	0	1	0
7990	0	0	0	0
7991	0	0	0	0
8003	0	0	2	0
8011	0	0	0	0
8012	0	0	0	0
8020	0	0	0	0
8023	0	0	0	0
8025	0	0	0	0
8027	0	0	0	0
8028	0	0	0	0
8031	0	0	0	0
8033	0	0	0	0
8038	0	0	0	0
8039	0	0	0	0
8048	0	0	0	0
8050	0	0	0	0
8053	0	0	0	0
8059	0	0	0	0
8066	0	0	0	0
8068	0	0	0	0
8075	0	0	0	0
8076	0	0	0	0
8077	0	0	0	0
8081	0	0	0	0
8082	0	0	0	0
8085	0	0	0	0
8089	0	0	2	0
8090	0	0	0	0
4271	0	0	0	0
4366	0	0	0	0
4516	0	0	0	0
4704	0	0	0	0
4714	0	0	0	0
4742	0	0	0	0
4856	0	0	0	0
4899	0	0	0	0
5151	0	0	0	0
5171	0	0	0	0
5217	0	0	0	0
5264	0	0	0	0
5274	0	0	0	0
5324	0	0	0	0
5326	0	0	0	0
5334	0	0	0	0
5337	0	0	0	0
5465	0	0	0	0
5488	0	0	0	0
5501	0	0	0	0
5515	0	0	0	0
5526	0	0	0	0
5535	0	0	0	0
5557	0	0	0	0
5565	0	0	0	0
5596	0	0	0	0
5624	0	0	0	0
5628	0	0	0	0
5636	0	0	0	0
5643	0	0	0	0
5655	0	0	0	0
5662	0	0	0	0
5676	0	0	0	0
5707	0	0	0	0
5726	0	0	0	0
5735	0	0	0	0
5764	0	0	0	0
5778	0	0	0	0
5838	0	0	0	0
5849	0	0	0	0
5858	0	0	0	0
5868	0	0	0	0
5884	0	0	0	0
5938	0	0	0	0
5962	0	0	0	0
5966	0	0	0	0
5986	0	0	0	0
5987	0	0	0	0
6033	0	0	0	0
6058	0	0	0	0
6094	0	0	0	0
6145	0	0	0	0
6180	0	0	2	0
6193	0	0	0	0
6203	0	0	0	0
6234	0	0	0	0
6238	0	0	0	0
6240	0	0	0	0
6246	0	0	0	0
6256	0	0	0	0
6266	0	0	0	0
6272	0	0	0	0
6281	0	0	0	0
6295	0	0	0	0
6300	0	0	0	0
6326	0	0	0	0
6358	0	0	0	0
6360	0	0	0	0
6386	0	0	0	0
6387	0	0	0	0
6392	0	0	0	0
6409	0	0	0	0
6427	0	0	0	0
6445	0	0	0	0
6449	0	0	0	0
6457	0	0	0	0
6461	0	0	0	0
6463	0	0	0	0
6465	0	0	0	0
6467	0	0	0	0
6493	0	0	0	0
6508	0	0	0	0
6515	0	0	0	0
6527	0	0	0	0
6561	0	0	0	0
6570	0	0	0	0
6579	0	0	0	0
6621	0	0	0	0
6627	0	0	0	0
6638	0	0	0	0
6642	0	0	0	0
6651	0	0	0	0
6686	0	0	0	0
6692	0	0	0	0
6701	0	0	0	0
6703	0	0	0	0
6704	0	0	0	0
6755	0	0	0	0
6763	0	0	0	0
6765	0	0	0	0
6780	0	0	0	0
6800	0	0	0	0
6838	0	0	0	0
6840	0	0	0	0
6867	0	0	0	0
6872	0	0	0	0
6874	0	0	0	0
6880	0	0	0	0
6884	0	0	0	0
6891	0	0	0	0
6893	0	0	0	0
6897	0	0	0	0
6902	0	0	0	0
6903	0	0	0	0
6908	0	0	0	0
6912	0	0	0	0
6919	0	0	0	0
6933	0	0	0	0
6936	0	0	0	0
6940	0	0	0	0
6952	0	0	0	0
6954	0	0	0	0
6957	0	0	0	0
6959	0	0	0	0
6964	0	0	0	0
6972	0	0	0	0
6994	0	0	0	0
6995	0	0	0	0
6997	0	0	0	0
7000	0	0	0	0
7001	0	0	0	0
7002	0	0	0	0
7005	0	0	0	0
7013	0	0	0	0
7014	0	0	0	0
7015	0	0	0	0
7017	0	0	0	0
7026	0	0	0	0
7036	0	0	0	0
7037	0	0	0	0
7041	0	0	0	0
7043	0	0	0	0
7047	0	0	0	0
7053	0	0	0	0
7054	0	0	0	0
7064	0	0	0	0
7071	0	0	0	0
7072	0	0	0	0
7076	0	0	0	0
7077	0	0	0	0
7078	0	0	0	0
7086	0	0	0	0
7095	0	0	0	0
7098	0	0	0	0
7100	0	0	0	0
7110	0	0	0	0
7115	0	0	0	0
7116	0	0	0	0
7125	0	0	0	0
7137	0	0	0	0
7147	0	0	0	0
7149	0	0	0	0
7154	0	0	0	0
7157	0	0	0	0
7161	0	0	0	0
7170	0	0	0	0
7172	0	0	0	0
7173	0	0	0	0
7178	0	0	0	0
7179	0	0	0	0
7197	0	0	0	0
7201	0	0	0	0
7204	0	0	0	0
7209	0	0	0	0
7210	0	0	0	0
7214	0	0	0	0
7216	0	0	0	0
7221	0	0	0	0
7233	0	0	0	0
7237	0	0	0	0
7239	0	0	0	0
7240	0	0	0	0
7251	0	0	0	0
7255	0	0	0	0
7260	0	0	0	0
7261	0	0	0	0
7269	0	0	0	0
7287	0	0	0	0
7299	0	0	0	0
7309	0	0	0	0
7312	0	0	0	0
7314	0	0	0	0
7322	0	0	0	0
7327	0	0	0	0
7334	0	0	0	0
7341	0	0	0	0
7342	0	0	0	0
7343	0	0	0	0
7352	0	0	0	0
7370	0	0	0	0
7378	0	0	0	0
7388	0	0	0	0
7390	0	0	0	0
7392	0	0	0	0
7393	0	0	0	0
7398	0	0	0	0
7404	0	0	0	0
7413	0	0	0	0
7414	0	0	0	0
7420	0	0	0	0
7422	0	0	0	0
7431	0	0	0	0
7438	0	0	0	0
7440	0	0	0	0
7453	0	0	0	0
7456	0	0	0	0
7460	0	0	0	0
7470	0	0	0	0
7472	0	0	0	0
7473	0	0	0	0
7474	0	0	0	0
7483	0	0	0	0
7485	0	0	0	0
7490	0	0	0	0
7508	0	0	0	0
7510	0	0	0	0
7514	0	0	0	0
7525	0	0	0	0
7530	0	0	0	0
7535	0	0	0	0
7542	0	0	0	0
7550	0	0	0	0
7552	0	0	0	0
7569	0	0	0	0
7577	0	0	0	0
7580	0	0	0	0
7584	0	0	0	0
7585	0	0	0	0
7588	0	0	0	0
7592	0	0	0	0
7593	0	0	0	0
7599	0	0	0	0
7606	0	0	0	0
7612	0	0	0	0
7613	0	0	0	0
7618	0	0	0	0
7624	0	0	0	0
7625	0	0	0	0
7628	0	0	0	0
7629	0	0	0	0
7636	0	0	0	0
7637	0	0	0	0
7643	0	0	0	0
7653	0	0	0	0
7657	0	0	0	0
7666	0	0	0	0
7669	0	0	0	0
7670	0	0	0	0
7675	0	0	0	0
7678	0	0	0	0
7685	0	0	0	0
7694	0	0	0	0
7696	0	0	0	0
7702	0	0	0	0
7704	0	0	0	0
7713	0	0	0	0
7722	0	0	0	0
7723	0	0	0	0
7724	0	0	0	0
7728	0	0	0	0
7731	0	0	0	0
7732	0	0	0	0
7737	0	0	0	0
7742	0	0	0	0
7744	0	0	0	0
7751	0	0	0	0
7764	0	0	0	0
7766	0	0	0	0
7769	0	0	0	0
7779	0	0	0	0
7781	0	0	0	0
7782	0	0	0	0
7790	0	0	0	0
7794	0	0	0	0
7805	0	0	0	0
7817	0	0	0	0
7819	0	0	0	0
7829	0	0	0	0
7830	0	0	0	0
7834	0	0	0	0
7837	0	0	0	0
7841	0	0	0	0
7849	0	0	0	0
7850	0	0	0	0
7856	0	0	0	0
7857	0	0	0	0
7858	0	0	0	0
7862	0	0	2	0
7866	0	0	0	0
7867	0	0	0	0
7874	0	0	0	0
7875	0	0	0	0
7877	0	0	0	0
7878	0	0	0	0
7881	0	0	0	0
7884	0	0	0	0
7888	0	0	0	0
7896	0	0	0	0
7903	0	0	0	0
7906	0	0	0	0
7910	0	0	0	0
7917	0	0	0	0
7926	0	0	0	0
7928	0	0	0	0
7932	0	0	0	0
7948	0	0	0	0
7953	0	0	0	0
7954	0	0	0	0
7961	0	0	0	0
7967	0	0	0	0
7968	0	0	0	0
7969	0	0	0	0
7972	0	0	0	0
7976	0	0	0	0
7977	0	0	0	0
7981	0	0	0	0
7985	0	0	0	0
7988	0	0	0	0
7990	0	0	0	0
7991	0	0	0	0
7992	0	0	0	0
7994	0	0	0	0
7999	0	0	0	0
8002	0	0	0	0
8004	0	0	0	0
8008	0	0	0	0
8014	0	0	0	0
8016	0	0	0	0
8020	0	0	0	0
8022	0	0	0	0
8024	0	0	0	0
8032	0	0	0	0
8035	0	0	0	0
8037	0	0	0	0
8038	0	0	0	0
8039	0	0	0	0
8042	0	0	0	0
8048	0	0	0	0
8052	0	0	0	0
8053	0	0	0	0
8055	0	0	0	0
8058	0	0	0	0
8062	0	0	0	0
8063	0	0	0	0
8065	0	0	0	0
8066	0	0	0	0
8068	0	0	0	0
8074	0	0	0	0
8075	0	0	0	0
8077	0	0	0	0
8083	0	0	0	0
8088	0	0	0	0
