#bookid	if(downnum>100,if(downnum>400,2,1),0)	if(opennum>100,if(opennum>400,2,1),0)	if(averagestaytime>300,if(averagestaytime>500,2,1),0)	if(downnum > 400,1,0)
5250	0	0	0	0
5266	0	0	0	0
5286	0	0	0	0
5296	0	0	0	0
5308	0	0	0	0
5315	0	0	0	0
5332	0	0	1	0
5415	0	0	1	0
5432	0	0	0	0
5456	0	0	1	0
5468	0	0	1	0
5475	0	0	2	0
5493	0	0	0	0
5497	0	0	0	0
5595	0	0	2	0
5602	0	0	2	0
5609	0	0	1	0
5686	0	0	2	0
5730	0	0	0	0
5759	0	0	0	0
5809	0	0	0	0
5910	0	0	0	0
5923	0	0	1	0
5931	0	0	0	0
6043	0	0	2	0
6141	0	0	0	0
6298	0	0	0	0
6397	0	0	0	0
6555	0	0	2	0
6595	0	0	0	0
6610	0	0	0	0
6655	0	0	0	0
6904	0	0	0	0
6943	0	0	0	0
6956	0	0	0	0
6958	0	0	0	0
6976	0	0	1	0
6980	0	0	0	0
7020	0	0	0	0
7032	0	0	0	0
7061	0	0	0	0
7136	0	0	2	0
7146	0	0	0	0
7211	0	0	0	0
7298	0	0	0	0
7304	0	0	2	0
7308	0	0	1	0
7331	0	0	0	0
7355	0	0	0	0
7376	0	0	0	0
7443	0	0	0	0
7464	0	0	0	0
7476	0	0	0	0
7512	0	0	0	0
7534	0	0	0	0
7573	0	0	2	0
7579	0	0	0	0
7602	0	0	0	0
7627	0	0	0	0
7631	0	0	0	0
7756	0	0	0	0
7773	0	0	0	0
7780	0	0	0	0
7811	0	0	2	0
7816	0	0	0	0
7827	0	0	0	0
7842	0	0	0	0
7876	0	0	0	0
7978	0	0	0	0
8019	0	0	0	0
1	0	0	0	0
30	0	0	0	0
42	0	0	2	0
52	0	0	1	0
62	0	0	2	0
64	0	0	1	0
108	0	0	0	0
167	0	0	0	0
197	0	0	0	0
200	0	0	0	0
2603	0	0	1	0
4134	0	0	2	0
4157	0	0	0	0
4166	0	0	0	0
4272	0	0	2	0
4297	0	0	2	0
4309	0	0	0	0
4355	0	0	0	0
4392	0	0	0	0
4460	0	0	0	0
4518	0	0	1	0
4533	0	0	0	0
4534	0	0	0	0
4578	0	0	0	0
4790	0	0	0	0
4796	0	0	0	0
4882	0	0	0	0
4980	0	0	2	0
4998	0	0	0	0
5077	0	0	2	0
5087	0	0	0	0
5364	0	0	0	0
5398	0	0	0	0
5555	0	0	0	0
5563	0	0	0	0
6473	0	0	0	0
7278	0	0	2	0
7296	0	0	0	0
7316	0	0	0	0
7359	0	0	0	0
7361	0	0	0	0
7418	0	0	0	0
7447	0	0	0	0
7457	0	0	2	0
7518	0	0	0	0
7604	0	0	0	0
7734	0	0	0	0
7755	0	0	0	0
7973	0	0	0	0
8026	0	0	0	0
189	0	0	0	0
253	0	0	0	0
256	0	0	0	0
4144	0	0	1	0
4193	0	0	1	0
4217	0	0	2	0
4404	0	0	1	0
4436	0	0	0	0
4562	0	0	0	0
4681	0	0	0	0
4755	0	0	2	0
4775	0	0	2	0
4864	0	0	0	0
4984	0	0	0	0
5067	0	0	0	0
5092	0	0	0	0
5099	0	0	0	0
5109	0	0	0	0
5125	0	0	2	0
5139	0	0	0	0
5215	0	0	0	0
5218	0	0	2	0
5237	0	0	0	0
5248	0	0	0	0
5275	0	0	0	0
5283	0	0	0	0
5312	0	0	0	0
5357	0	0	0	0
5463	0	0	0	0
5481	0	0	0	0
5613	0	0	0	0
5630	0	0	2	0
5640	0	0	0	0
5695	0	0	0	0
5697	0	0	2	0
5703	0	0	0	0
5710	0	0	0	0
5757	0	0	1	0
5763	0	0	0	0
5804	0	0	0	0
5822	0	0	0	0
5854	0	0	0	0
5874	0	0	0	0
5887	0	0	0	0
5892	0	0	2	0
5914	0	0	0	0
6008	0	0	0	0
6062	0	0	0	0
6114	0	0	0	0
6126	0	0	0	0
6163	0	0	1	0
6166	0	0	0	0
6215	0	0	0	0
6268	0	0	0	0
6318	0	0	0	0
6320	0	0	0	0
6351	0	0	0	0
6382	0	0	0	0
6477	0	0	2	0
6516	0	0	1	0
6569	0	0	0	0
6583	0	0	0	0
6643	0	0	0	0
6646	0	0	1	0
6687	0	0	1	0
6709	0	0	2	0
6728	0	0	0	0
6752	0	0	0	0
6899	0	0	1	0
6955	0	0	2	0
6969	0	0	1	0
7003	0	0	0	0
7025	0	0	0	0
7051	0	0	1	0
7055	0	0	0	0
7059	0	0	2	0
7069	0	0	0	0
7085	0	0	1	0
7120	0	0	0	0
7124	0	0	2	0
7141	0	0	0	0
7200	0	0	2	0
7229	0	0	0	0
7268	0	0	1	0
7272	0	0	1	0
7280	0	0	2	0
7293	0	0	2	0
7303	0	0	0	0
7317	0	0	0	0
7332	0	0	1	0
7333	0	0	0	0
7354	0	0	0	0
7402	0	0	0	0
7405	0	0	0	0
7409	0	0	0	0
7417	0	0	0	0
7458	0	0	2	0
7462	0	0	2	0
7491	0	0	1	0
7496	0	0	0	0
7556	0	0	1	0
7568	0	0	0	0
7586	0	0	0	0
7607	0	0	0	0
7639	0	0	0	0
7697	0	0	0	0
7712	0	0	0	0
7717	0	0	0	0
7761	0	0	0	0
7796	0	0	0	0
7798	0	0	0	0
7807	0	0	0	0
7826	0	0	0	0
7854	0	0	0	0
7885	0	0	0	0
7915	0	0	0	0
7979	0	0	0	0
8023	0	0	0	0
56	0	0	2	0
59	0	0	2	0
63	0	0	0	0
81	0	0	2	0
95	0	0	0	0
96	0	0	0	0
150	0	0	0	0
198	0	0	0	0
204	0	0	0	0
236	0	0	0	0
3964	0	0	0	0
4219	0	0	0	0
4251	0	0	2	0
4262	0	0	0	0
4265	0	0	2	0
4274	0	0	0	0
4304	0	0	2	0
4308	0	0	0	0
4317	0	0	0	0
4329	0	0	0	0
4337	0	0	2	0
4378	0	0	0	0
4400	0	0	0	0
4420	0	0	0	0
4453	0	0	0	0
4455	0	0	2	0
4465	0	0	2	0
4492	0	0	0	0
4499	0	0	2	0
4500	0	0	0	0
4508	0	0	2	0
4596	0	0	0	0
4642	0	0	2	0
4669	0	0	0	0
4724	0	0	0	0
4738	0	0	0	0
4744	0	0	0	0
4758	0	0	0	0
4783	0	0	2	0
4788	0	0	0	0
4873	0	0	0	0
4893	0	0	0	0
4895	0	0	0	0
4922	0	0	0	0
4970	0	0	0	0
5058	0	0	0	0
5069	0	0	0	0
5113	0	0	0	0
5155	0	0	0	0
5162	0	0	0	0
5193	0	0	2	0
5406	0	0	0	0
5452	0	0	0	0
5525	0	0	0	0
5549	0	0	0	0
5677	0	0	0	0
5734	0	0	1	0
5745	0	0	0	0
5792	0	0	2	0
5824	0	0	0	0
6049	0	0	0	0
6066	0	0	0	0
6082	0	0	0	0
6143	0	0	1	0
6307	0	0	0	0
6331	0	0	0	0
6497	0	0	0	0
6986	0	0	0	0
7217	0	0	0	0
7259	0	0	0	0
7267	0	0	0	0
7283	0	0	2	0
7345	0	0	0	0
7358	0	0	0	0
7382	0	0	1	0
7410	0	0	2	0
7444	0	0	0	0
7467	0	0	2	0
7492	0	0	0	0
7538	0	0	0	0
7571	0	0	0	0
7594	0	0	0	0
7595	0	0	0	0
7621	0	0	0	0
7691	0	0	0	0
7887	0	0	2	0
7927	0	0	0	0
7935	0	0	0	0
7938	0	0	0	0
7970	0	0	0	0
8047	0	0	0	0
8054	0	0	0	0
206	0	0	0	0
4227	0	0	0	0
4394	0	0	0	0
4493	0	0	0	0
4531	0	0	2	0
4584	0	0	0	0
4654	0	0	1	0
4766	0	0	0	0
4777	0	0	0	0
4808	0	0	0	0
4908	0	0	0	0
4924	0	0	0	0
4942	0	0	2	0
4972	0	0	0	0
4982	0	0	0	0
5047	0	0	0	0
5081	0	0	0	0
5107	0	0	0	0
5225	0	0	0	0
5245	0	0	0	0
5292	0	0	0	0
5341	0	0	0	0
5344	0	0	0	0
5346	0	0	0	0
5446	0	0	0	0
5458	0	0	0	0
5472	0	0	0	0
5477	0	0	0	0
5559	0	0	1	0
5618	0	0	0	0
5669	0	0	0	0
5684	0	0	0	0
5689	0	0	0	0
5741	0	0	2	0
5802	0	0	0	0
5862	0	0	0	0
5889	0	0	0	0
6072	0	0	0	0
6092	0	0	0	0
6106	0	0	0	0
6137	0	0	2	0
6185	0	0	0	0
6225	0	0	0	0
6250	0	0	0	0
6282	0	0	0	0
6356	0	0	0	0
6375	0	0	0	0
6406	0	0	0	0
6492	0	0	0	0
6536	0	0	0	0
6581	0	0	0	0
6586	0	0	2	0
6591	0	0	0	0
6600	0	0	2	0
6614	0	0	0	0
6636	0	0	0	0
6647	0	0	0	0
6652	0	0	0	0
6654	0	0	0	0
6661	0	0	0	0
6812	0	0	0	0
6830	0	0	0	0
6832	0	0	0	0
6846	0	0	2	0
6882	0	0	0	0
6894	0	0	2	0
6941	0	0	0	0
6948	0	0	0	0
6961	0	0	0	0
6981	0	0	0	0
6984	0	0	0	0
6987	0	0	0	0
6992	0	0	0	0
7009	0	0	2	0
7024	0	0	1	0
7057	0	0	0	0
7084	0	0	0	0
7101	0	0	1	0
7134	0	0	1	0
7143	0	0	1	0
7156	0	0	0	0
7177	0	0	0	0
7188	0	0	0	0
7208	0	0	0	0
7232	0	0	0	0
7249	0	0	0	0
7252	0	0	0	0
7257	0	0	0	0
7262	0	0	0	0
7264	0	0	0	0
7281	0	0	0	0
7292	0	0	1	0
7302	0	0	0	0
7313	0	0	1	0
7329	0	0	2	0
7347	0	0	0	0
7350	0	0	1	0
7360	0	0	2	0
7425	0	0	0	0
7441	0	0	0	0
7442	0	0	0	0
7479	0	0	1	0
7494	0	0	0	0
7517	0	0	0	0
7519	0	0	0	0
7526	0	0	0	0
7532	0	0	0	0
7551	0	0	0	0
7578	0	0	0	0
7617	0	0	2	0
7635	0	0	1	0
7654	0	0	0	0
7656	0	0	0	0
7661	0	0	2	0
7665	0	0	0	0
7703	0	0	0	0
7739	0	0	0	0
7747	0	0	0	0
7749	0	0	0	0
7806	0	0	2	0
7825	0	0	0	0
7843	0	0	0	0
7844	0	0	0	0
7846	0	0	0	0
7868	0	0	0	0
7897	0	0	0	0
7898	0	0	0	0
7901	0	0	0	0
7912	0	0	0	0
7925	0	0	1	0
7933	0	0	0	0
7934	0	0	0	0
7941	0	0	0	0
7949	0	0	0	0
7995	0	0	0	0
8007	0	0	0	0
8029	0	0	0	0
8040	0	0	1	0
8072	0	0	1	0
8080	0	0	0	0
19	0	0	0	0
40	0	0	0	0
80	0	0	2	0
85	0	0	2	0
86	0	0	0	0
104	0	0	2	0
156	0	0	1	0
158	0	0	0	0
159	0	0	0	0
161	0	0	0	0
164	0	0	0	0
172	0	0	0	0
208	0	0	0	0
217	0	0	0	0
230	0	0	0	0
239	0	0	0	0
242	0	0	0	0
4135	0	0	0	0
4152	0	0	0	0
4153	0	0	0	0
4173	0	0	0	0
4184	0	0	0	0
4256	0	0	2	0
4261	0	0	0	0
4275	0	0	0	0
4299	0	0	0	0
4374	0	0	0	0
4406	0	0	0	0
4419	0	0	0	0
4428	0	0	0	0
4429	0	0	0	0
4431	0	0	0	0
4450	0	0	0	0
4471	0	0	0	0
4476	0	0	0	0
4524	0	0	1	0
4530	0	0	1	0
4572	0	0	0	0
4576	0	0	0	0
4616	0	0	2	0
4623	0	0	0	0
4680	0	0	2	0
4746	0	0	0	0
4764	0	0	0	0
4822	0	0	0	0
4828	0	0	0	0
4834	0	0	0	0
4908	0	0	0	0
4909	0	0	0	0
4928	0	0	1	0
4946	0	0	0	0
5039	0	0	0	0
5045	0	0	0	0
5068	0	0	0	0
5071	0	0	0	0
5085	0	0	0	0
5109	0	0	0	0
5164	0	0	0	0
5175	0	0	0	0
5351	0	0	0	0
5375	0	0	0	0
5400	0	0	0	0
5451	0	0	0	0
5528	0	0	0	0
5538	0	0	1	0
5578	0	0	2	0
5642	0	0	0	0
5670	0	0	0	0
5831	0	0	1	0
5902	0	0	0	0
5956	0	0	0	0
5990	0	0	0	0
6163	0	0	1	0
6172	0	0	0	0
6181	0	0	0	0
6347	0	0	0	0
6384	0	0	0	0
6488	0	0	0	0
6512	0	0	0	0
6551	0	0	0	0
6595	0	0	0	0
6602	0	0	0	0
6628	0	0	0	0
6671	0	0	0	0
6711	0	0	0	0
6750	0	0	0	0
6886	0	0	0	0
6934	0	0	1	0
6970	0	0	0	0
7006	0	0	0	0
7049	0	0	0	0
7102	0	0	0	0
7131	0	0	0	0
7187	0	0	0	0
7207	0	0	0	0
7286	0	0	2	0
7320	0	0	2	0
7325	0	0	0	0
7367	0	0	0	0
7403	0	0	0	0
7423	0	0	0	0
7463	0	0	0	0
7475	0	0	0	0
7520	0	0	2	0
7548	0	0	0	0
7575	0	0	0	0
7609	0	0	0	0
7663	0	0	1	0
7680	0	0	0	0
7707	0	0	0	0
7847	0	0	0	0
7963	0	0	0	0
7964	0	0	0	0
8044	0	0	0	0
8061	0	0	0	0
4368	0	0	0	0
4528	0	0	2	0
4538	0	0	0	0
4589	0	0	0	0
4631	0	0	0	0
4639	0	0	0	0
4757	0	0	0	0
4772	0	0	0	0
4786	0	0	2	0
4830	0	0	0	0
4851	0	0	0	0
4866	0	0	0	0
4872	0	0	0	0
4877	0	0	1	0
4906	0	0	0	0
4960	0	0	1	0
4994	0	0	1	0
5006	0	0	0	0
5012	0	0	0	0
5103	0	0	0	0
5128	0	0	0	0
5198	0	0	0	0
5205	0	0	0	0
5230	0	0	2	0
5239	0	0	0	0
5257	0	0	0	0
5322	0	0	0	0
5330	0	0	0	0
5347	0	0	0	0
5362	0	0	0	0
5413	0	0	0	0
5530	0	0	0	0
5537	0	0	0	0
5547	0	0	0	0
5567	0	0	0	0
5581	0	0	0	0
5589	0	0	0	0
5607	0	0	2	0
5658	0	0	0	0
5660	0	0	1	0
5728	0	0	0	0
5753	0	0	0	0
5786	0	0	0	0
5828	0	0	0	0
5833	0	0	0	0
5837	0	0	0	0
5842	0	0	0	0
5927	0	0	0	0
6010	0	0	0	0
6016	0	0	0	0
6029	0	0	0	0
6076	0	0	0	0
6110	0	0	0	0
6148	0	0	0	0
6150	0	0	0	0
6187	0	0	0	0
6230	0	0	0	0
6262	0	0	0	0
6274	0	0	0	0
6313	0	0	0	0
6327	0	0	0	0
6378	0	0	0	0
6429	0	0	0	0
6436	0	0	0	0
6439	0	0	0	0
6459	0	0	0	0
6487	0	0	0	0
6566	0	0	0	0
6606	0	0	0	0
6620	0	0	2	0
6675	0	0	0	0
6689	0	0	0	0
6721	0	0	0	0
6723	0	0	0	0
6747	0	0	0	0
6792	0	0	0	0
6859	0	0	0	0
6907	0	0	0	0
6916	0	0	0	0
6922	0	0	0	0
6926	0	0	2	0
6929	0	0	1	0
6935	0	0	0	0
6951	0	0	2	0
6968	0	0	2	0
6973	0	0	2	0
6979	0	0	0	0
7007	0	0	0	0
7018	0	0	0	0
7023	0	0	0	0
7033	0	0	1	0
7063	0	0	1	0
7070	0	0	0	0
7074	0	0	0	0
7091	0	0	0	0
7103	0	0	0	0
7111	0	0	1	0
7160	0	0	2	0
7196	0	0	0	0
7212	0	0	2	0
7215	0	0	0	0
7219	0	0	2	0
7223	0	0	0	0
7242	0	0	1	0
7245	0	0	0	0
7248	0	0	0	0
7250	0	0	0	0
7254	0	0	0	0
7256	0	0	0	0
7270	0	0	2	0
7289	0	0	0	0
7305	0	0	0	0
7306	0	0	2	0
7318	0	0	0	0
7323	0	0	0	0
7324	0	0	0	0
7348	0	0	0	0
7368	0	0	1	0
7369	0	0	0	0
7372	0	0	0	0
7399	0	0	2	0
7412	0	0	0	0
7415	0	0	0	0
7434	0	0	1	0
7436	0	0	2	0
7465	0	0	0	0
7481	0	0	0	0
7482	0	0	0	0
7528	0	0	2	0
7544	0	0	1	0
7549	0	0	0	0
7564	0	0	0	0
7570	0	0	0	0
7572	0	0	2	0
7590	0	0	2	0
7597	0	0	0	0
7633	0	0	2	0
7642	0	0	0	0
7664	0	0	1	0
7668	0	0	2	0
7673	0	0	0	0
7716	0	0	0	0
7718	0	0	2	0
7736	0	0	0	0
7741	0	0	0	0
7748	0	0	0	0
7753	0	0	1	0
7759	0	0	0	0
7762	0	0	0	0
7771	0	0	1	0
7789	0	0	0	0
7810	0	0	0	0
7814	0	0	0	0
7832	0	0	1	0
7840	0	0	0	0
7859	0	0	0	0
7870	0	0	0	0
7872	0	0	0	0
7880	0	0	0	0
7886	0	0	0	0
7891	0	0	0	0
7920	0	0	0	0
7939	0	0	0	0
7942	0	0	0	0
7950	0	0	0	0
7951	0	0	1	0
7957	0	0	2	0
7984	0	0	0	0
7986	0	0	2	0
7993	0	0	0	0
8021	0	0	0	0
8071	0	0	0	0
8076	0	0	0	0
8082	0	0	2	0
8089	0	0	2	0
26	0	0	0	0
51	0	0	1	0
61	0	0	0	0
66	0	0	2	0
72	0	0	2	0
89	0	0	2	0
116	0	0	0	0
142	0	0	0	0
144	0	0	0	0
146	0	0	2	0
147	0	0	0	0
151	0	0	0	0
154	0	0	0	0
155	0	0	2	0
157	0	0	0	0
160	0	0	0	0
196	0	0	0	0
201	0	0	0	0
202	0	0	0	0
207	0	0	0	0
213	0	0	1	0
215	0	0	0	0
223	0	0	0	0
238	0	0	0	0
240	0	0	0	0
241	0	0	0	0
249	0	0	0	0
250	0	0	0	0
251	0	0	0	0
252	0	0	0	0
254	0	0	0	0
4172	0	0	0	0
4177	0	0	0	0
4186	0	0	0	0
4193	0	0	1	0
4199	0	0	2	0
4213	0	0	0	0
4225	0	0	0	0
4281	0	0	0	0
4331	0	0	0	0
4333	0	0	2	0
4335	0	0	0	0
4351	0	0	0	0
4353	0	0	0	0
4357	0	0	2	0
4415	0	0	0	0
4433	0	0	0	0
4438	0	0	2	0
4459	0	0	0	0
4462	0	0	0	0
4482	0	0	2	0
4484	0	0	0	0
4502	0	0	0	0
4520	0	0	0	0
4556	0	0	2	0
4566	0	0	0	0
4580	0	0	0	0
4591	0	0	0	0
4618	0	0	0	0
4631	0	0	0	0
4641	0	0	0	0
4646	0	0	0	0
4656	0	0	0	0
4658	0	0	0	0
4659	0	0	0	0
4678	0	0	0	0
4684	0	0	1	0
4699	0	0	0	0
4737	0	0	0	0
4767	0	0	0	0
4774	0	0	0	0
4779	0	0	0	0
4794	0	0	0	0
4819	0	0	0	0
4821	0	0	0	0
4827	0	0	0	0
4829	0	0	0	0
4832	0	0	0	0
4838	0	0	0	0
4849	0	0	0	0
4860	0	0	0	0
4862	0	0	0	0
4880	0	0	2	0
4886	0	0	0	0
4918	0	0	0	0
4952	0	0	0	0
4955	0	0	0	0
5008	0	0	0	0
5014	0	0	0	0
5016	0	0	0	0
5028	0	0	0	0
5038	0	0	0	0
5043	0	0	0	0
5048	0	0	0	0
5081	0	0	0	0
5111	0	0	2	0
5131	0	0	0	0
5135	0	0	0	0
5141	0	0	0	0
5146	0	0	0	0
5157	0	0	1	0
5166	0	0	0	0
5177	0	0	0	0
5187	0	0	0	0
5201	0	0	0	0
5226	0	0	0	0
5232	0	0	0	0
5237	0	0	0	0
5332	0	0	0	0
5355	0	0	0	0
5357	0	0	0	0
5407	0	0	0	0
5416	0	0	1	0
5423	0	0	0	0
5425	0	0	2	0
5432	0	0	0	0
5449	0	0	0	0
5472	0	0	0	0
5473	0	0	2	0
5486	0	0	0	0
5489	0	0	0	0
5503	0	0	2	0
5509	0	0	0	0
5542	0	0	0	0
5583	0	0	0	0
5585	0	0	0	0
5602	0	0	0	0
5622	0	0	0	0
5686	0	0	0	0
5786	0	0	0	0
5802	0	0	0	0
5822	0	0	0	0
5854	0	0	0	0
5889	0	0	2	0
5907	0	0	0	0
5914	0	0	0	0
5917	0	0	0	0
5929	0	0	2	0
5989	0	0	0	0
6012	0	0	0	0
6031	0	0	0	0
6055	0	0	0	0
6070	0	0	0	0
6085	0	0	0	0
6108	0	0	0	0
6150	0	0	0	0
6161	0	0	2	0
6393	0	0	0	0
6453	0	0	1	0
6510	0	0	0	0
6516	0	0	0	0
6584	0	0	0	0
6598	0	0	0	0
6618	0	0	0	0
6623	0	0	2	0
6625	0	0	0	0
6661	0	0	0	0
6778	0	0	0	0
6906	0	0	0	0
6938	0	0	0	0
6962	0	0	0	0
6991	0	0	1	0
7007	0	0	0	0
7046	0	0	0	0
7055	0	0	0	0
7105	0	0	0	0
7132	0	0	0	0
7148	0	0	2	0
7151	0	0	2	0
7165	0	0	0	0
7199	0	0	0	0
7274	0	0	0	0
7282	0	0	2	0
7330	0	0	0	0
7333	0	0	0	0
7347	0	0	0	0
7357	0	0	0	0
7380	0	0	0	0
7407	0	0	0	0
7445	0	0	0	0
7451	0	0	0	0
7478	0	0	0	0
7494	0	0	0	0
7578	0	0	0	0
7589	0	0	0	0
7607	0	0	0	0
7630	0	0	0	0
7633	0	0	2	0
7635	0	0	0	0
7645	0	0	0	0
7658	0	0	0	0
7684	0	0	0	0
7688	0	0	0	0
7720	0	0	0	0
7730	0	0	0	0
7784	0	0	2	0
7872	0	0	0	0
7873	0	0	2	0
7879	0	0	0	0
7885	0	0	0	0
7905	0	0	0	0
7918	0	0	0	0
7925	0	0	0	0
7933	0	0	0	0
7937	0	0	0	0
7956	0	0	0	0
7957	0	0	2	0
7962	0	0	0	0
7987	0	0	0	0
8019	0	0	0	0
245	0	0	0	0
4133	0	0	0	0
4267	0	0	0	0
4327	0	0	0	0
4587	0	0	0	0
4706	0	0	0	0
4730	0	0	0	0
4731	0	0	0	0
4735	0	0	0	0
4846	0	0	0	0
4848	0	0	0	0
4916	0	0	0	0
4926	0	0	1	0
5002	0	0	0	0
5024	0	0	1	0
5083	0	0	0	0
5152	0	0	2	0
5159	0	0	0	0
5173	0	0	2	0
5210	0	0	2	0
5213	0	0	0	0
5221	0	0	0	0
5235	0	0	0	0
5294	0	0	0	0
5300	0	0	0	0
5310	0	0	0	0
5314	0	0	0	0
5339	0	0	0	0
5353	0	0	0	0
5379	0	0	2	0
5380	0	0	0	0
5386	0	0	0	0
5422	0	0	0	0
5431	0	0	0	0
5516	0	0	0	0
5532	0	0	0	0
5600	0	0	0	0
5620	0	0	0	0
5626	0	0	0	0
5634	0	0	2	0
5651	0	0	0	0
5656	0	0	0	0
5664	0	0	2	0
5666	0	0	0	0
5671	0	0	0	0
5678	0	0	0	0
5682	0	0	0	0
5706	0	0	1	0
5709	0	0	0	0
5716	0	0	0	0
5742	0	0	0	0
5756	0	0	0	0
5758	0	0	0	0
5770	0	0	0	0
5784	0	0	0	0
5807	0	0	0	0
5835	0	0	0	0
5840	0	0	0	0
5876	0	0	0	0
5890	0	0	0	0
5904	0	0	0	0
5906	0	0	0	0
5922	0	0	0	0
5942	0	0	0	0
5961	0	0	0	0
5978	0	0	1	0
5982	0	0	0	0
6006	0	0	0	0
6027	0	0	0	0
6039	0	0	0	0
6045	0	0	1	0
6052	0	0	0	0
6060	0	0	2	0
6068	0	0	0	0
6096	0	0	0	0
6097	0	0	0	0
6122	0	0	0	0
6125	0	0	2	0
6135	0	0	0	0
6168	0	0	1	0
6178	0	0	0	0
6189	0	0	0	0
6223	0	0	0	0
6228	0	0	0	0
6249	0	0	0	0
6278	0	0	0	0
6285	0	0	0	0
6309	0	0	0	0
6332	0	0	0	0
6341	0	0	0	0
6401	0	0	0	0
6403	0	0	0	0
6431	0	0	0	0
6433	0	0	0	0
6447	0	0	0	0
6448	0	0	1	0
6456	0	0	0	0
6481	0	0	0	0
6490	0	0	1	0
6495	0	0	0	0
6513	0	0	0	0
6525	0	0	0	0
6529	0	0	0	0
6545	0	0	0	0
6564	0	0	0	0
6572	0	0	0	0
6589	0	0	0	0
6593	0	0	0	0
6629	0	0	1	0
6649	0	0	0	0
6659	0	0	0	0
6666	0	0	0	0
6681	0	0	2	0
6685	0	0	0	0
6690	0	0	2	0
6695	0	0	0	0
6699	0	0	0	0
6732	0	0	0	0
6738	0	0	0	0
6743	0	0	0	0
6745	0	0	0	0
6761	0	0	0	0
6774	0	0	0	0
6844	0	0	0	0
6869	0	0	0	0
6895	0	0	0	0
6896	0	0	0	0
6910	0	0	0	0
6915	0	0	0	0
6918	0	0	0	0
6924	0	0	0	0
6930	0	0	0	0
6942	0	0	2	0
6946	0	0	0	0
6960	0	0	0	0
6971	0	0	0	0
6974	0	0	0	0
6977	0	0	0	0
6982	0	0	0	0
6985	0	0	0	0
6996	0	0	0	0
6999	0	0	0	0
7019	0	0	0	0
7027	0	0	0	0
7031	0	0	2	0
7038	0	0	0	0
7066	0	0	0	0
7073	0	0	0	0
7075	0	0	0	0
7079	0	0	0	0
7081	0	0	0	0
7082	0	0	0	0
7090	0	0	0	0
7096	0	0	0	0
7106	0	0	0	0
7107	0	0	2	0
7109	0	0	2	0
7113	0	0	0	0
7114	0	0	0	0
7117	0	0	0	0
7122	0	0	0	0
7159	0	0	0	0
7165	0	0	0	0
7167	0	0	0	0
7168	0	0	2	0
7169	0	0	2	0
7174	0	0	0	0
7176	0	0	0	0
7184	0	0	0	0
7186	0	0	0	0
7189	0	0	0	0
7192	0	0	0	0
7193	0	0	0	0
7194	0	0	0	0
7213	0	0	1	0
7227	0	0	2	0
7244	0	0	0	0
7276	0	0	0	0
7284	0	0	0	0
7288	0	0	2	0
7290	0	0	0	0
7295	0	0	2	0
7310	0	0	2	0
7319	0	0	0	0
7336	0	0	0	0
7340	0	0	0	0
7344	0	0	0	0
7351	0	0	1	0
7353	0	0	0	0
7364	0	0	0	0
7371	0	0	0	0
7374	0	0	0	0
7375	0	0	2	0
7377	0	0	1	0
7383	0	0	2	0
7384	0	0	0	0
7387	0	0	0	0
7391	0	0	0	0
7427	0	0	0	0
7429	0	0	0	0
7432	0	0	0	0
7433	0	0	1	0
7437	0	0	0	0
7439	0	0	0	0
7446	0	0	2	0
7449	0	0	0	0
7450	0	0	0	0
7454	0	0	0	0
7461	0	0	0	0
7468	0	0	0	0
7469	0	0	0	0
7484	0	0	0	0
7486	0	0	0	0
7488	0	0	0	0
7495	0	0	0	0
7497	0	0	0	0
7500	0	0	0	0
7513	0	0	0	0
7533	0	0	0	0
7536	0	0	0	0
7539	0	0	0	0
7541	0	0	0	0
7547	0	0	0	0
7553	0	0	0	0
7562	0	0	0	0
7565	0	0	0	0
7567	0	0	0	0
7596	0	0	2	0
7605	0	0	0	0
7610	0	0	0	0
7619	0	0	0	0
7622	0	0	2	0
7630	0	0	0	0
7638	0	0	0	0
7646	0	0	2	0
7648	0	0	0	0
7651	0	0	0	0
7660	0	0	0	0
7672	0	0	0	0
7674	0	0	0	0
7676	0	0	0	0
7687	0	0	0	0
7690	0	0	0	0
7701	0	0	0	0
7705	0	0	0	0
7706	0	0	0	0
7709	0	0	0	0
7711	0	0	0	0
7714	0	0	0	0
7715	0	0	0	0
7719	0	0	2	0
7740	0	0	0	0
7743	0	0	0	0
7752	0	0	0	0
7754	0	0	0	0
7760	0	0	0	0
7768	0	0	0	0
7775	0	0	0	0
7778	0	0	0	0
7786	0	0	0	0
7795	0	0	0	0
7797	0	0	0	0
7803	0	0	0	0
7808	0	0	0	0
7823	0	0	0	0
7839	0	0	0	0
7871	0	0	0	0
7902	0	0	0	0
7907	0	0	0	0
7921	0	0	1	0
7923	0	0	0	0
7924	0	0	2	0
7929	0	0	0	0
7940	0	0	0	0
7945	0	0	0	0
7947	0	0	0	0
7955	0	0	0	0
7959	0	0	0	0
7982	0	0	2	0
7987	0	0	0	0
7997	0	0	0	0
8013	0	0	2	0
8018	0	0	0	0
8031	0	0	0	0
8050	0	0	0	0
8078	0	0	0	0
8086	0	0	2	0
25	0	0	2	0
27	0	0	2	0
110	0	0	0	0
111	0	0	0	0
143	0	0	0	0
145	0	0	1	0
162	0	0	0	0
168	0	0	0	0
188	0	0	2	0
190	0	0	0	0
191	0	0	0	0
192	0	0	0	0
193	0	0	0	0
199	0	0	0	0
210	0	0	1	0
